id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,,,,,service,negative,,,,,,service,,, service
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,positive,4,9,,,,,,,pizza,,,,pizza 
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,positive,31,41,,,,,,,proprietor,,,,proprietor 
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,,,,,food,positive,,,,,,food,,, food
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,,,,,service,positive,,,,,,service,,, service
823,Also good for client lunch meetingscomma esp.,lunch meetings,neutral,21,35,,,,,,,lunch meetings,,,,lunch meetings 
823,Also good for client lunch meetingscomma esp.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1988,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,,,,,price,negative,,,,,,price,,, price
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,decor,positive,4,9,,,,,,,decor,,,,decor 
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,prices,positive,104,110,,,,,,,prices,,,,prices 
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,food's presentation,positive,48,67,,,,,,,food's presentation,,,,food's presentation 
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,,,,,ambience,positive,,,,,,ambience,,, ambience
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,,,,,price,positive,,,,,,price,,, price
3535,The decor is darkcomma cool and soothingcomma while the food's presentation is spectacularcomma considering the low prices.,,,,,food,positive,,,,,,food,,, food
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,Waitstaff,positive,4,13,,,,,,,Waitstaff,,,,Waitstaff 
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,swordfish,positive,43,52,,,,,,,swordfish,,,,swordfish 
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,meal,positive,83,87,,,,,,,meal,,,,meal 
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,,,,,food,positive,,,,,,food,,, food
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,,,,,service,positive,,,,,,service,,, service
993,The setting is casual and romantic.,setting,positive,4,11,,,,,,,setting,,,,setting 
993,The setting is casual and romantic.,,,,,ambience,positive,,,,,,ambience,,, ambience
3598,IT WAS HORRIBLE.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2840,Terriblecomma terrible management - deserves to be shut-down.,management,negative,19,29,,,,,,,management,,,,management 
2840,Terriblecomma terrible management - deserves to be shut-down.,,,,,service,negative,,,,,,service,,, service
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,service,positive,15,22,,,,,,,service,,,,service 
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,seating,positive,29,36,,,,,,,seating,,,,seating 
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,Delivery,positive,43,51,,,,,,,Delivery,,,,Delivery 
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,sushi,positive,63,68,,,,,,,sushi,,,,sushi 
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,,,,,food,positive,,,,,,food,,, food
1034,Great friendly servicecomma Fast seatingcomma Fast Deliverycomma Excellent sushi.,,,,,service,positive,,,,,,service,,, service
2709,The desserts are more appealing then stuffy overpriced French restaurants.,desserts,positive,4,12,,,,,,,desserts,,,,desserts 
2709,The desserts are more appealing then stuffy overpriced French restaurants.,,,,,food,positive,,,,,,food,,, food
2734,The Italian food has flavor (that can be sort of surprising on the UES)comma and the service turns from a nightmare to attentivecommathey sort of remind me of the NY Yankees of the late 90'scomma no matter how bad it lookcomma you knew that there was a rally just around the corner...,Italian food,positive,4,16,,,,,,,Italian food,,,,Italian food 
2734,The Italian food has flavor (that can be sort of surprising on the UES)comma and the service turns from a nightmare to attentivecommathey sort of remind me of the NY Yankees of the late 90'scomma no matter how bad it lookcomma you knew that there was a rally just around the corner...,service,conflict,81,88,,,,,,,service,,,,service 
2734,The Italian food has flavor (that can be sort of surprising on the UES)comma and the service turns from a nightmare to attentivecommathey sort of remind me of the NY Yankees of the late 90'scomma no matter how bad it lookcomma you knew that there was a rally just around the corner...,,,,,food,positive,,,,,,food,,, food
2734,The Italian food has flavor (that can be sort of surprising on the UES)comma and the service turns from a nightmare to attentivecommathey sort of remind me of the NY Yankees of the late 90'scomma no matter how bad it lookcomma you knew that there was a rally just around the corner...,,,,,service,conflict,,,,,,service,,, service
174,As many other reviewers noticedcomma your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.,,,,,service,conflict,,,,,,service,,, service
3654,I found the food to be outstandingcomma particulary the salmon dish I had.,food,positive,12,16,,,,,,,food,,,,food 
3654,I found the food to be outstandingcomma particulary the salmon dish I had.,salmon dish,positive,52,63,,,,,,,salmon dish,,,,salmon dish 
3654,I found the food to be outstandingcomma particulary the salmon dish I had.,,,,,food,positive,,,,,,food,,, food
1049,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,positive,36,41,,,,,,,rolls,,,,rolls 
1049,Mizu is home to creative and unique rolls not to found anywhere else.,,,,,food,positive,,,,,,food,,, food
2515,The New York Times has reviewed this place three times alreadycomma you know it's going to be good.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3320,Baluchi's has solid food and a nice decor at reasonable prices.,food,positive,20,24,,,,,,,food,,,,food 
3320,Baluchi's has solid food and a nice decor at reasonable prices.,decor,positive,36,41,,,,,,,decor,,,,decor 
3320,Baluchi's has solid food and a nice decor at reasonable prices.,prices,positive,56,62,,,,,,,prices,,,,prices 
3320,Baluchi's has solid food and a nice decor at reasonable prices.,,,,,food,positive,,,,,,food,,, food
3320,Baluchi's has solid food and a nice decor at reasonable prices.,,,,,ambience,positive,,,,,,ambience,,, ambience
3320,Baluchi's has solid food and a nice decor at reasonable prices.,,,,,price,positive,,,,,,price,,, price
102,Emiliocomma the ownercomma is often sitting in the front table greeting guests as they come and go.,owner,positive,12,17,,,,,,,owner,,,,owner 
102,Emiliocomma the ownercomma is often sitting in the front table greeting guests as they come and go.,,,,,service,positive,,,,,,service,,, service
2397,I have been to spice three times- twice during lunch and once at dinner.,lunch,neutral,47,52,,,,,,,lunch,,,,lunch 
2397,I have been to spice three times- twice during lunch and once at dinner.,dinner,neutral,65,71,,,,,,,dinner,,,,dinner 
2397,I have been to spice three times- twice during lunch and once at dinner.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
511,Moules were excellentcomma lobster ravioli was VERY salty!,Moules,positive,0,6,,,,,,,Moules,,,,Moules 
511,Moules were excellentcomma lobster ravioli was VERY salty!,lobster ravioli,negative,23,38,,,,,,,lobster ravioli,,,,lobster ravioli 
511,Moules were excellentcomma lobster ravioli was VERY salty!,,,,,food,conflict,,,,,,food,,, food
1203,I came to this restaurant expecting to be surprised but left bored and overcharged.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1203,I came to this restaurant expecting to be surprised but left bored and overcharged.,,,,,price,negative,,,,,,price,,, price
1077,A cheap eat for NYCcomma but not for dosa.,dosa,negative,33,37,,,,,,,dosa,,,,dosa 
1077,A cheap eat for NYCcomma but not for dosa.,eat,positive,8,11,,,,,,,eat,,,,eat 
1077,A cheap eat for NYCcomma but not for dosa.,,,,,price,conflict,,,,,,price,,, price
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative,4,14,,,,,,,atmosphere,,,,atmosphere 
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,conflict,32,39,,,,,,,waiters,,,,waiters 
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,,,,service,conflict,,,,,,service,,, service
133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,,,,ambience,negative,,,,,,ambience,,, ambience
3230,The seafood is amazingcomma there's a good wine listcomma and the ever-changing menu always offers some great surprises.,seafood,positive,4,11,,,,,,,seafood,,,,seafood 
3230,The seafood is amazingcomma there's a good wine listcomma and the ever-changing menu always offers some great surprises.,wine list,positive,39,48,,,,,,,wine list,,,,wine list 
3230,The seafood is amazingcomma there's a good wine listcomma and the ever-changing menu always offers some great surprises.,menu,positive,72,76,,,,,,,menu,,,,menu 
3230,The seafood is amazingcomma there's a good wine listcomma and the ever-changing menu always offers some great surprises.,,,,,food,positive,,,,,,food,,, food
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,neutral,22,26,,,,,,,wine,,,,wine 
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral,32,38,,,,,,,indian,,,,indian 
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,67,76,,,,,,,wine list,,,,wine list 
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,neutral,86,91,,,,,,,wines,,,,wines 
2905,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,,food,neutral,,,,,,food,,, food
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,Pastrami or corned beef,positive,0,23,,,,,,,Pastrami or corned beef,,,,Pastrami or corned beef 
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,rye bread,positive,64,73,,,,,,,rye bread,,,,rye bread 
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,,,,,food,positive,,,,,,food,,, food
2001,($200 for 2 glasses of champagnecomma not too expensive bottle of wine and 2 after dinner drinks).,glasses of champagne,negative,12,32,,,,,,,glasses of champagne,,,,glasses of champagne 
2001,($200 for 2 glasses of champagnecomma not too expensive bottle of wine and 2 after dinner drinks).,bottle of wine,negative,52,66,,,,,,,bottle of wine,,,,bottle of wine 
2001,($200 for 2 glasses of champagnecomma not too expensive bottle of wine and 2 after dinner drinks).,after dinner drinks,negative,73,92,,,,,,,after dinner drinks,,,,after dinner drinks 
2001,($200 for 2 glasses of champagnecomma not too expensive bottle of wine and 2 after dinner drinks).,,,,,price,negative,,,,,,price,,, price
1362,Really thoughcomma where's the seasoning?,seasoning,negative,27,36,,,,,,,seasoning,,,,seasoning 
1362,Really thoughcomma where's the seasoning?,,,,,food,negative,,,,,,food,,, food
